CompanyCode,Plant,Material,Quantity,Amount,Currency,DocumentType,PostingDate,CostCenter,ProfitCenter,GLAccount,Vendor,Customer,FiscalYear,FiscalPeriod,DocumentNumber
COMP_D,PLANT_5,MAT_00100,485.03,2458.14,EUR,INV,2024-08-05,CC_1016,PC_110,G/L_40024,VEND_10036,CUST_50017,2024,8,DOC_81889083
COMP_A,PLANT_5,MAT_00002,334.81,9237.5,EUR,INV,2024-02-08,CC_1005,PC_109,G/L_40038,VEND_10015,CUST_50042,2024,2,DOC_21819236
COMP_A,PLANT_5,MAT_00085,635.81,8826.77,EUR,GI,2025-04-15,CC_1016,PC_110,G/L_40029,,CUST_50073,2025,4,DOC_94951049
COMP_B,PLANT_5,MAT_00074,523.03,1737.03,EUR,PO,2024-06-17,CC_1001,PC_110,G/L_40053,VEND_10082,,2024,6,DOC_76206092
COMP_C,PLANT_3,MAT_00008,23.72,8333.08,EUR,PO,2025-04-23,CC_1008,PC_103,G/L_40031,VEND_10042,,2025,4,DOC_27538174
COMP_A,PLANT_5,MAT_00034,161.08,7631.98,EUR,PO,2024-01-09,CC_1010,PC_110,G/L_40021,VEND_10009,,2024,1,DOC_15418831
COMP_A,PLANT_4,MAT_00088,805.63,6923.25,EUR,GI,2025-06-12,CC_1018,PC_110,G/L_40002,,CUST_50047,2025,6,DOC_30078327
COMP_B,PLANT_4,MAT_00003,433.3,7422.02,EUR,PO,2023-07-15,CC_1018,PC_101,G/L_40080,VEND_10014,,2023,7,DOC_01648428
COMP_D,PLANT_4,MAT_00099,587.86,3154.86,EUR,INV,2024-12-08,CC_1006,PC_102,G/L_40070,VEND_10088,CUST_50008,2024,12,DOC_86631639
COMP_B,PLANT_1,MAT_00063,663.65,4625.86,EUR,INV,2025-03-02,CC_1008,PC_110,G/L_40071,VEND_10083,CUST_50083,2025,3,DOC_25888117
COMP_B,PLANT_3,MAT_00062,372.59,5310.77,EUR,INV,2024-04-19,CC_1019,PC_109,G/L_40026,VEND_10063,CUST_50089,2024,4,DOC_18369073
COMP_C,PLANT_3,MAT_00042,553.9,8909.97,EUR,PO,2024-10-13,CC_1011,PC_105,G/L_40023,VEND_10091,,2024,10,DOC_78679876
COMP_A,PLANT_5,MAT_00025,961.16,3824.35,EUR,INV,2024-04-15,CC_1012,PC_106,G/L_40024,VEND_10060,CUST_50026,2024,4,DOC_92832534
COMP_A,PLANT_5,MAT_00060,569.9,790.31,EUR,PO,2023-12-24,CC_1009,PC_108,G/L_40047,VEND_10075,,2023,12,DOC_33761345
COMP_D,PLANT_3,MAT_00036,819.82,6844.48,EUR,PO,2024-07-31,CC_1011,PC_108,G/L_40037,VEND_10040,,2024,7,DOC_75347768
COMP_B,PLANT_5,MAT_00007,709.61,3065.89,EUR,GI,2024-02-26,CC_1014,PC_104,G/L_40085,,CUST_50074,2024,2,DOC_81495310
COMP_B,PLANT_4,MAT_00078,92.59,6822.04,EUR,SO,2025-01-04,CC_1002,PC_104,G/L_40040,,CUST_50013,2025,1,DOC_95544548
COMP_C,PLANT_5,MAT_00053,957.58,3560.8,EUR,SO,2025-03-07,CC_1015,PC_102,G/L_40027,,CUST_50001,2025,3,DOC_77885353
COMP_A,PLANT_1,MAT_00054,990.6,5289.29,EUR,INV,2024-04-02,CC_1004,PC_110,G/L_40097,VEND_10062,CUST_50067,2024,4,DOC_25500163
COMP_A,PLANT_4,MAT_00040,597.94,8374.58,EUR,INV,2025-06-12,CC_1019,PC_106,G/L_40043,VEND_10013,CUST_50076,2025,6,DOC_94739102
COMP_D,PLANT_4,MAT_00008,675.81,5893.66,EUR,INV,2024-04-01,CC_1004,PC_110,G/L_40033,VEND_10048,CUST_50095,2024,4,DOC_31214186
COMP_C,PLANT_1,MAT_00100,501.81,1863.82,EUR,GI,2023-09-12,CC_1004,PC_104,G/L_40031,,CUST_50078,2023,9,DOC_58101754
COMP_A,PLANT_2,MAT_00010,168.01,804.22,EUR,SO,2024-05-02,CC_1004,PC_101,G/L_40072,,CUST_50029,2024,5,DOC_36881870
COMP_A,PLANT_4,MAT_00055,352.06,5285.17,EUR,SO,2024-03-06,CC_1004,PC_101,G/L_40080,,CUST_50083,2024,3,DOC_04636319
COMP_A,PLANT_2,MAT_00060,22.51,2365.62,EUR,INV,2025-04-17,CC_1003,PC_104,G/L_40080,VEND_10039,CUST_50031,2025,4,DOC_44994660
COMP_C,PLANT_4,MAT_00036,762.0,4005.71,EUR,GI,2024-07-09,CC_1014,PC_107,G/L_40011,,CUST_50042,2024,7,DOC_45134732
COMP_C,PLANT_3,MAT_00056,17.33,294.47,EUR,PO,2024-03-27,CC_1018,PC_110,G/L_40093,VEND_10086,,2024,3,DOC_95137957
COMP_B,PLANT_2,MAT_00069,457.16,1239.18,EUR,INV,2024-01-17,CC_1007,PC_109,G/L_40045,VEND_10016,CUST_50058,2024,1,DOC_93878281
COMP_C,PLANT_2,MAT_00004,941.78,9864.27,EUR,INV,2024-08-13,CC_1017,PC_102,G/L_40013,VEND_10087,CUST_50100,2024,8,DOC_47974791
COMP_A,PLANT_2,MAT_00084,875.93,7308.66,EUR,SO,2024-02-24,CC_1011,PC_109,G/L_40068,,CUST_50087,2024,2,DOC_56393881
COMP_A,PLANT_4,MAT_00009,273.27,464.64,EUR,SO,2023-12-31,CC_1016,PC_101,G/L_40042,,CUST_50003,2023,12,DOC_43762681
COMP_D,PLANT_5,MAT_00083,452.6,7041.12,EUR,PO,2024-11-14,CC_1020,PC_106,G/L_40015,VEND_10085,,2024,11,DOC_68923676
COMP_C,PLANT_2,MAT_00099,411.85,1104.22,EUR,GI,2024-01-31,CC_1018,PC_109,G/L_40053,,CUST_50002,2024,1,DOC_54201162
COMP_A,PLANT_3,MAT_00094,34.1,1255.16,EUR,GI,2024-11-17,CC_1018,PC_106,G/L_40078,,CUST_50097,2024,11,DOC_00482878
COMP_D,PLANT_1,MAT_00031,947.17,3220.95,EUR,GR,2024-05-28,CC_1013,PC_103,G/L_40090,VEND_10054,,2024,5,DOC_93305781
COMP_D,PLANT_4,MAT_00084,966.71,2631.62,EUR,SO,2023-07-25,CC_1017,PC_109,G/L_40086,,CUST_50010,2023,7,DOC_61539062
COMP_C,PLANT_2,MAT_00075,989.2,4077.06,EUR,SO,2024-09-12,CC_1011,PC_109,G/L_40092,,CUST_50091,2024,9,DOC_67341516
COMP_C,PLANT_3,MAT_00022,874.64,9457.69,EUR,PO,2025-04-27,CC_1010,PC_110,G/L_40049,VEND_10039,,2025,4,DOC_10328250
COMP_D,PLANT_5,MAT_00076,631.4,3076.32,EUR,GR,2024-05-27,CC_1012,PC_103,G/L_40065,VEND_10076,,2024,5,DOC_34292432
COMP_D,PLANT_3,MAT_00079,684.33,3909.27,EUR,GR,2023-12-29,CC_1016,PC_106,G/L_40049,VEND_10096,,2023,12,DOC_16745156
COMP_A,PLANT_4,MAT_00010,544.06,4315.73,EUR,PO,2023-12-24,CC_1007,PC_107,G/L_40028,VEND_10012,,2023,12,DOC_52366427
COMP_D,PLANT_1,MAT_00099,732.1,5958.26,EUR,PO,2025-06-28,CC_1001,PC_102,G/L_40040,VEND_10016,,2025,6,DOC_12698313
COMP_D,PLANT_2,MAT_00068,369.36,9391.37,EUR,INV,2024-10-11,CC_1003,PC_101,G/L_40028,VEND_10063,CUST_50050,2024,10,DOC_88228660
COMP_C,PLANT_2,MAT_00013,222.73,3931.9,EUR,INV,2023-09-01,CC_1020,PC_107,G/L_40095,VEND_10074,CUST_50086,2023,9,DOC_86445750
COMP_C,PLANT_5,MAT_00010,742.15,1875.95,EUR,GI,2025-06-06,CC_1014,PC_106,G/L_40076,,CUST_50097,2025,6,DOC_49023512
COMP_B,PLANT_3,MAT_00082,179.1,3130.94,EUR,INV,2024-11-06,CC_1013,PC_108,G/L_40097,VEND_10057,CUST_50035,2024,11,DOC_64648099
COMP_D,PLANT_3,MAT_00100,808.12,715.47,EUR,SO,2024-08-27,CC_1003,PC_104,G/L_40032,,CUST_50081,2024,8,DOC_51166821
COMP_B,PLANT_3,MAT_00058,887.87,3325.92,EUR,INV,2024-10-19,CC_1001,PC_102,G/L_40083,VEND_10001,CUST_50053,2024,10,DOC_56874097
COMP_D,PLANT_3,MAT_00067,890.09,3548.46,EUR,INV,2025-06-12,CC_1019,PC_109,G/L_40067,VEND_10077,CUST_50018,2025,6,DOC_63291090
COMP_B,PLANT_2,MAT_00068,54.36,1703.48,EUR,SO,2023-11-21,CC_1012,PC_106,G/L_40051,,CUST_50053,2023,11,DOC_40321802
COMP_D,PLANT_5,MAT_00017,733.25,5394.61,EUR,GR,2025-05-23,CC_1006,PC_105,G/L_40074,VEND_10004,,2025,5,DOC_26797293
COMP_A,PLANT_2,MAT_00039,817.94,4511.46,EUR,INV,2024-02-10,CC_1019,PC_101,G/L_40021,VEND_10062,CUST_50065,2024,2,DOC_08563851
COMP_C,PLANT_3,MAT_00010,589.46,2726.58,EUR,GR,2023-09-12,CC_1010,PC_101,G/L_40041,VEND_10086,,2023,9,DOC_11587921
COMP_C,PLANT_3,MAT_00088,765.77,3594.31,EUR,GR,2024-02-29,CC_1008,PC_105,G/L_40016,VEND_10078,,2024,2,DOC_74999803
COMP_B,PLANT_4,MAT_00060,839.47,5527.05,EUR,PO,2024-06-07,CC_1001,PC_105,G/L_40066,VEND_10027,,2024,6,DOC_45010952
COMP_A,PLANT_5,MAT_00015,414.15,282.3,EUR,GR,2024-01-15,CC_1004,PC_107,G/L_40005,VEND_10016,,2024,1,DOC_36380520
COMP_D,PLANT_2,MAT_00072,759.42,3493.93,EUR,INV,2024-06-29,CC_1013,PC_109,G/L_40087,VEND_10023,CUST_50026,2024,6,DOC_31709961
COMP_C,PLANT_2,MAT_00097,957.74,9981.36,EUR,SO,2023-10-25,CC_1007,PC_109,G/L_40055,,CUST_50083,2023,10,DOC_93534766
COMP_C,PLANT_1,MAT_00079,331.49,8868.69,EUR,INV,2024-03-10,CC_1014,PC_102,G/L_40083,VEND_10089,CUST_50071,2024,3,DOC_00401159
COMP_A,PLANT_4,MAT_00025,240.68,997.76,EUR,GR,2024-02-29,CC_1013,PC_108,G/L_40097,VEND_10066,,2024,2,DOC_44780286
COMP_B,PLANT_4,MAT_00058,208.01,5601.08,EUR,PO,2024-07-29,CC_1003,PC_110,G/L_40085,VEND_10023,,2024,7,DOC_88066059
COMP_B,PLANT_5,MAT_00004,471.57,7881.06,EUR,INV,2024-07-08,CC_1015,PC_104,G/L_40094,VEND_10033,CUST_50069,2024,7,DOC_74752946
COMP_C,PLANT_4,MAT_00050,854.59,8490.11,EUR,SO,2024-12-08,CC_1020,PC_110,G/L_40073,,CUST_50024,2024,12,DOC_55207189
COMP_D,PLANT_2,MAT_00072,97.05,8090.85,EUR,INV,2024-05-03,CC_1003,PC_103,G/L_40092,VEND_10089,CUST_50037,2024,5,DOC_18540718
COMP_D,PLANT_2,MAT_00004,759.57,9905.34,EUR,INV,2024-11-13,CC_1001,PC_107,G/L_40011,VEND_10066,CUST_50013,2024,11,DOC_26483059
COMP_B,PLANT_1,MAT_00084,525.38,1148.19,EUR,PO,2024-09-08,CC_1015,PC_104,G/L_40076,VEND_10034,,2024,9,DOC_80124974
COMP_B,PLANT_4,MAT_00002,525.41,4783.1,EUR,GR,2024-08-13,CC_1019,PC_107,G/L_40090,VEND_10031,,2024,8,DOC_96698303
COMP_D,PLANT_5,MAT_00004,883.82,9109.85,EUR,GI,2024-08-10,CC_1020,PC_109,G/L_40033,,CUST_50070,2024,8,DOC_31624911
COMP_D,PLANT_4,MAT_00037,726.05,6624.83,EUR,SO,2023-07-31,CC_1010,PC_102,G/L_40024,,CUST_50046,2023,7,DOC_63844990
COMP_C,PLANT_3,MAT_00072,240.73,5801.75,EUR,GR,2024-11-24,CC_1017,PC_105,G/L_40097,VEND_10077,,2024,11,DOC_46250884
COMP_B,PLANT_1,MAT_00083,843.69,1518.04,EUR,GR,2023-11-23,CC_1011,PC_109,G/L_40023,VEND_10012,,2023,11,DOC_75375013
COMP_A,PLANT_3,MAT_00033,731.6,265.09,EUR,GR,2025-02-08,CC_1010,PC_109,G/L_40067,VEND_10069,,2025,2,DOC_89012874
COMP_C,PLANT_5,MAT_00033,208.22,6663.59,EUR,PO,2023-07-29,CC_1015,PC_107,G/L_40005,VEND_10078,,2023,7,DOC_16640347
COMP_C,PLANT_1,MAT_00094,390.16,1068.58,EUR,PO,2025-01-21,CC_1017,PC_105,G/L_40055,VEND_10048,,2025,1,DOC_76833024
COMP_B,PLANT_4,MAT_00023,810.56,7746.52,EUR,PO,2024-04-15,CC_1015,PC_110,G/L_40023,VEND_10091,,2024,4,DOC_56049893
COMP_D,PLANT_3,MAT_00005,180.09,921.15,EUR,PO,2024-05-23,CC_1011,PC_109,G/L_40036,VEND_10094,,2024,5,DOC_26824393
COMP_A,PLANT_1,MAT_00087,728.62,5888.47,EUR,GR,2024-01-09,CC_1002,PC_110,G/L_40096,VEND_10081,,2024,1,DOC_53481042
COMP_A,PLANT_5,MAT_00018,209.33,7339.41,EUR,GR,2023-07-13,CC_1015,PC_104,G/L_40065,VEND_10076,,2023,7,DOC_48903627
COMP_D,PLANT_1,MAT_00058,112.07,6811.94,EUR,GI,2023-08-28,CC_1011,PC_102,G/L_40070,,CUST_50021,2023,8,DOC_24900516
COMP_B,PLANT_2,MAT_00057,170.61,1743.4,EUR,INV,2024-04-09,CC_1015,PC_108,G/L_40061,VEND_10089,CUST_50053,2024,4,DOC_23588734
COMP_B,PLANT_5,MAT_00087,111.29,6913.14,EUR,SO,2025-04-10,CC_1002,PC_104,G/L_40010,,CUST_50014,2025,4,DOC_50372220
COMP_A,PLANT_2,MAT_00062,602.7,5099.0,EUR,PO,2023-11-27,CC_1005,PC_106,G/L_40043,VEND_10015,,2023,11,DOC_04819236
COMP_D,PLANT_3,MAT_00050,571.96,1998.52,EUR,GI,2024-06-13,CC_1001,PC_107,G/L_40097,,CUST_50001,2024,6,DOC_09317017
COMP_B,PLANT_3,MAT_00005,539.58,3405.62,EUR,GI,2024-08-02,CC_1014,PC_102,G/L_40097,,CUST_50063,2024,8,DOC_11943727
COMP_D,PLANT_5,MAT_00034,171.07,3849.78,EUR,PO,2023-12-20,CC_1003,PC_103,G/L_40014,VEND_10067,,2023,12,DOC_90843356
COMP_C,PLANT_1,MAT_00028,965.87,195.56,EUR,PO,2025-03-16,CC_1005,PC_106,G/L_40096,VEND_10064,,2025,3,DOC_13938680
COMP_A,PLANT_3,MAT_00048,296.45,2469.48,EUR,INV,2024-01-24,CC_1003,PC_106,G/L_40049,VEND_10071,CUST_50081,2024,1,DOC_02530615
COMP_B,PLANT_2,MAT_00073,616.98,220.53,EUR,SO,2024-11-22,CC_1001,PC_108,G/L_40033,,CUST_50004,2024,11,DOC_36991325
COMP_B,PLANT_2,MAT_00016,213.22,9499.22,EUR,PO,2025-04-05,CC_1005,PC_101,G/L_40078,VEND_10021,,2025,4,DOC_69656910
COMP_C,PLANT_4,MAT_00082,42.98,6390.94,EUR,GI,2024-09-17,CC_1004,PC_103,G/L_40025,,CUST_50096,2024,9,DOC_56611801
COMP_A,PLANT_5,MAT_00009,697.97,4366.35,EUR,GI,2024-04-26,CC_1016,PC_104,G/L_40061,,CUST_50017,2024,4,DOC_57448440
COMP_D,PLANT_4,MAT_00095,249.36,7005.69,EUR,GR,2023-09-22,CC_1015,PC_102,G/L_40064,VEND_10026,,2023,9,DOC_08658071
COMP_A,PLANT_2,MAT_00037,735.98,2296.95,EUR,INV,2025-03-06,CC_1004,PC_108,G/L_40021,VEND_10071,CUST_50076,2025,3,DOC_55932174
COMP_B,PLANT_5,MAT_00063,683.82,4784.36,EUR,GI,2023-09-21,CC_1012,PC_104,G/L_40022,,CUST_50092,2023,9,DOC_90276239
COMP_A,PLANT_3,MAT_00063,793.8,2976.91,EUR,GR,2024-11-18,CC_1009,PC_109,G/L_40006,VEND_10071,,2024,11,DOC_90980974
COMP_D,PLANT_2,MAT_00090,780.76,1219.94,EUR,GI,2025-04-12,CC_1016,PC_101,G/L_40065,,CUST_50087,2025,4,DOC_82911022
COMP_D,PLANT_4,MAT_00021,946.23,4584.86,EUR,PO,2025-04-05,CC_1010,PC_106,G/L_40058,VEND_10041,,2025,4,DOC_74267481
COMP_B,PLANT_3,MAT_00024,785.18,9864.72,EUR,GI,2024-08-16,CC_1008,PC_108,G/L_40011,,CUST_50016,2024,8,DOC_22471325
COMP_C,PLANT_4,MAT_00031,13.93,5604.02,EUR,GI,2025-02-08,CC_1012,PC_103,G/L_40003,,CUST_50045,2025,2,DOC_46183032
COMP_D,PLANT_5,MAT_00068,757.62,7508.8,EUR,GR,2025-03-01,CC_1013,PC_106,G/L_40020,VEND_10076,,2025,3,DOC_47525672
COMP_A,PLANT_5,MAT_00069,582.04,3206.41,EUR,INV,2024-05-12,CC_1004,PC_107,G/L_40089,VEND_10092,CUST_50060,2024,5,DOC_62141269
COMP_D,PLANT_2,MAT_00031,612.33,32.34,EUR,GR,2023-08-10,CC_1009,PC_104,G/L_40081,VEND_10063,,2023,8,DOC_66147152
COMP_A,PLANT_2,MAT_00018,457.54,4547.19,EUR,GR,2024-09-29,CC_1006,PC_104,G/L_40088,VEND_10034,,2024,9,DOC_13945012
COMP_D,PLANT_2,MAT_00015,407.18,1761.13,EUR,GI,2024-06-02,CC_1013,PC_109,G/L_40084,,CUST_50018,2024,6,DOC_41461737
COMP_C,PLANT_5,MAT_00058,969.46,1944.0,EUR,PO,2023-12-18,CC_1015,PC_103,G/L_40040,VEND_10083,,2023,12,DOC_30483999
COMP_A,PLANT_1,MAT_00049,42.08,9534.82,EUR,INV,2023-10-31,CC_1001,PC_110,G/L_40027,VEND_10047,CUST_50038,2023,10,DOC_63856939
COMP_A,PLANT_1,MAT_00024,742.73,4678.58,EUR,INV,2024-01-20,CC_1019,PC_107,G/L_40039,VEND_10064,CUST_50059,2024,1,DOC_70321793
COMP_B,PLANT_1,MAT_00065,845.18,4195.46,EUR,PO,2024-08-25,CC_1019,PC_104,G/L_40077,VEND_10004,,2024,8,DOC_37118031
COMP_D,PLANT_5,MAT_00060,87.06,126.17,EUR,INV,2025-02-17,CC_1020,PC_107,G/L_40060,VEND_10090,CUST_50060,2025,2,DOC_91220642
COMP_C,PLANT_4,MAT_00014,663.11,9217.68,EUR,PO,2023-10-07,CC_1009,PC_106,G/L_40058,VEND_10009,,2023,10,DOC_98203182
COMP_D,PLANT_5,MAT_00092,715.81,1751.11,EUR,SO,2025-06-20,CC_1011,PC_107,G/L_40074,,CUST_50068,2025,6,DOC_00811279
COMP_C,PLANT_3,MAT_00089,693.78,102.55,EUR,SO,2024-07-12,CC_1004,PC_104,G/L_40034,,CUST_50023,2024,7,DOC_11648123
COMP_B,PLANT_5,MAT_00014,375.84,6988.6,EUR,INV,2023-08-10,CC_1014,PC_104,G/L_40069,VEND_10006,CUST_50050,2023,8,DOC_26996380
COMP_C,PLANT_5,MAT_00025,619.83,8694.61,EUR,SO,2025-06-02,CC_1003,PC_107,G/L_40068,,CUST_50046,2025,6,DOC_68519107
COMP_A,PLANT_4,MAT_00053,248.14,292.91,EUR,PO,2024-10-10,CC_1013,PC_110,G/L_40085,VEND_10007,,2024,10,DOC_73063701
COMP_C,PLANT_1,MAT_00063,830.93,576.05,EUR,GR,2024-03-30,CC_1018,PC_104,G/L_40017,VEND_10035,,2024,3,DOC_11675179
COMP_D,PLANT_4,MAT_00003,660.41,3961.97,EUR,INV,2023-12-19,CC_1005,PC_103,G/L_40015,VEND_10097,CUST_50063,2023,12,DOC_24538919
COMP_C,PLANT_1,MAT_00075,162.34,4701.66,EUR,PO,2024-02-22,CC_1011,PC_104,G/L_40097,VEND_10058,,2024,2,DOC_38465610
COMP_C,PLANT_2,MAT_00016,118.31,9753.5,EUR,GR,2024-07-16,CC_1004,PC_102,G/L_40043,VEND_10033,,2024,7,DOC_40083968
COMP_A,PLANT_1,MAT_00039,187.06,3485.39,EUR,SO,2025-02-11,CC_1002,PC_103,G/L_40098,,CUST_50066,2025,2,DOC_86762592
COMP_D,PLANT_1,MAT_00026,132.46,8144.52,EUR,GR,2025-01-20,CC_1019,PC_103,G/L_40063,VEND_10074,,2025,1,DOC_80204287
COMP_D,PLANT_4,MAT_00087,637.78,5278.47,EUR,GR,2025-03-31,CC_1007,PC_110,G/L_40094,VEND_10074,,2025,3,DOC_90464917
COMP_D,PLANT_3,MAT_00098,931.84,5538.63,EUR,GI,2023-10-21,CC_1015,PC_105,G/L_40057,,CUST_50045,2023,10,DOC_76776418
COMP_B,PLANT_3,MAT_00049,403.89,3444.36,EUR,INV,2024-11-25,CC_1003,PC_102,G/L_40018,VEND_10062,CUST_50083,2024,11,DOC_87243956
COMP_A,PLANT_3,MAT_00054,914.62,2133.81,EUR,GR,2025-05-05,CC_1019,PC_101,G/L_40067,VEND_10068,,2025,5,DOC_39568099
COMP_A,PLANT_2,MAT_00099,359.98,5930.68,EUR,GI,2024-02-14,CC_1013,PC_108,G/L_40061,,CUST_50030,2024,2,DOC_07359302
COMP_D,PLANT_2,MAT_00046,416.55,5422.02,EUR,PO,2025-03-24,CC_1001,PC_110,G/L_40081,VEND_10066,,2025,3,DOC_80720886
COMP_C,PLANT_2,MAT_00019,2.47,4529.56,EUR,INV,2025-01-10,CC_1002,PC_109,G/L_40047,VEND_10093,CUST_50079,2025,1,DOC_21606272
COMP_D,PLANT_3,MAT_00006,658.39,5266.52,EUR,INV,2023-11-12,CC_1020,PC_108,G/L_40012,VEND_10002,CUST_50058,2023,11,DOC_80833722
COMP_A,PLANT_2,MAT_00026,240.97,1340.75,EUR,GI,2025-03-13,CC_1008,PC_108,G/L_40038,,CUST_50025,2025,3,DOC_19340194
COMP_D,PLANT_5,MAT_00060,655.98,9678.04,EUR,SO,2024-02-03,CC_1004,PC_103,G/L_40089,,CUST_50031,2024,2,DOC_53150213
COMP_C,PLANT_4,MAT_00100,910.89,9804.97,EUR,SO,2023-08-18,CC_1001,PC_104,G/L_40001,,CUST_50072,2023,8,DOC_73041232
COMP_A,PLANT_2,MAT_00030,530.46,2383.44,EUR,INV,2025-03-24,CC_1002,PC_106,G/L_40037,VEND_10071,CUST_50004,2025,3,DOC_36394016
COMP_B,PLANT_2,MAT_00022,62.59,5361.21,EUR,GR,2024-12-24,CC_1013,PC_107,G/L_40000,VEND_10007,,2024,12,DOC_63536187
COMP_A,PLANT_4,MAT_00053,225.0,6856.28,EUR,PO,2025-02-14,CC_1003,PC_103,G/L_40068,VEND_10096,,2025,2,DOC_63378563
COMP_A,PLANT_4,MAT_00093,499.53,5428.22,EUR,GI,2024-08-18,CC_1004,PC_105,G/L_40044,,CUST_50012,2024,8,DOC_87397529
COMP_C,PLANT_4,MAT_00047,363.03,5588.76,EUR,GR,2024-05-27,CC_1020,PC_106,G/L_40088,VEND_10088,,2024,5,DOC_39516006
COMP_B,PLANT_2,MAT_00014,999.72,5458.86,EUR,INV,2023-11-07,CC_1007,PC_102,G/L_40059,VEND_10050,CUST_50088,2023,11,DOC_53522698
COMP_C,PLANT_2,MAT_00081,589.35,9174.95,EUR,GI,2025-06-04,CC_1020,PC_101,G/L_40090,,CUST_50068,2025,6,DOC_05730498
COMP_B,PLANT_5,MAT_00084,219.54,3587.06,EUR,GR,2024-01-22,CC_1003,PC_102,G/L_40040,VEND_10091,,2024,1,DOC_63840638
COMP_B,PLANT_2,MAT_00081,677.87,307.11,EUR,INV,2024-11-24,CC_1009,PC_109,G/L_40031,VEND_10062,CUST_50073,2024,11,DOC_44217539
COMP_B,PLANT_2,MAT_00016,68.13,2418.44,EUR,SO,2024-04-17,CC_1011,PC_108,G/L_40055,,CUST_50020,2024,4,DOC_89384532
COMP_B,PLANT_4,MAT_00083,500.73,4227.99,EUR,GI,2023-08-16,CC_1012,PC_106,G/L_40052,,CUST_50041,2023,8,DOC_99189823
COMP_B,PLANT_3,MAT_00055,86.51,4807.65,EUR,GR,2023-12-27,CC_1003,PC_108,G/L_40093,VEND_10026,,2023,12,DOC_00228460
COMP_D,PLANT_5,MAT_00032,74.09,8004.36,EUR,INV,2023-07-25,CC_1005,PC_110,G/L_40051,VEND_10003,CUST_50093,2023,7,DOC_20742566
COMP_B,PLANT_3,MAT_00081,992.13,1454.7,EUR,INV,2024-09-07,CC_1006,PC_107,G/L_40020,VEND_10045,CUST_50039,2024,9,DOC_65123095
COMP_A,PLANT_2,MAT_00007,621.42,9518.67,EUR,PO,2025-01-13,CC_1017,PC_101,G/L_40039,VEND_10039,,2025,1,DOC_25818371
COMP_C,PLANT_5,MAT_00076,377.06,212.98,EUR,GI,2023-12-03,CC_1014,PC_108,G/L_40065,,CUST_50071,2023,12,DOC_32527983
COMP_C,PLANT_1,MAT_00083,321.72,4071.03,EUR,GR,2024-03-01,CC_1007,PC_108,G/L_40045,VEND_10013,,2024,3,DOC_25341426
COMP_B,PLANT_3,MAT_00048,461.46,7605.18,EUR,SO,2024-04-02,CC_1005,PC_106,G/L_40010,,CUST_50061,2024,4,DOC_63878788
COMP_D,PLANT_4,MAT_00021,811.4,3048.21,EUR,PO,2024-04-27,CC_1020,PC_102,G/L_40018,VEND_10054,,2024,4,DOC_06099774
COMP_B,PLANT_5,MAT_00046,405.57,1773.24,EUR,SO,2024-06-02,CC_1002,PC_107,G/L_40096,,CUST_50023,2024,6,DOC_51403566
COMP_B,PLANT_5,MAT_00002,508.8,3585.7,EUR,PO,2024-03-18,CC_1008,PC_103,G/L_40027,VEND_10030,,2024,3,DOC_20562641
COMP_D,PLANT_4,MAT_00080,512.06,5109.24,EUR,INV,2024-02-29,CC_1007,PC_109,G/L_40095,VEND_10071,CUST_50098,2024,2,DOC_04572891
COMP_D,PLANT_2,MAT_00012,23.85,9705.0,EUR,PO,2023-08-20,CC_1009,PC_107,G/L_40099,VEND_10040,,2023,8,DOC_34126274
COMP_D,PLANT_2,MAT_00017,719.32,1331.35,EUR,INV,2023-10-09,CC_1002,PC_103,G/L_40019,VEND_10001,CUST_50030,2023,10,DOC_05410009
COMP_B,PLANT_1,MAT_00090,970.28,9749.55,EUR,SO,2024-11-15,CC_1009,PC_108,G/L_40056,,CUST_50007,2024,11,DOC_66813527
COMP_C,PLANT_3,MAT_00004,248.28,2958.86,EUR,GI,2025-03-30,CC_1010,PC_109,G/L_40069,,CUST_50016,2025,3,DOC_48813314
COMP_D,PLANT_2,MAT_00014,308.91,7132.9,EUR,SO,2023-12-22,CC_1018,PC_109,G/L_40094,,CUST_50017,2023,12,DOC_79320564
COMP_A,PLANT_5,MAT_00023,547.38,492.65,EUR,PO,2023-12-05,CC_1019,PC_104,G/L_40046,VEND_10058,,2023,12,DOC_18249349
COMP_B,PLANT_5,MAT_00040,742.68,8497.43,EUR,GI,2024-12-04,CC_1017,PC_106,G/L_40042,,CUST_50079,2024,12,DOC_23936715
COMP_C,PLANT_5,MAT_00063,962.9,1145.26,EUR,INV,2024-03-20,CC_1003,PC_104,G/L_40091,VEND_10034,CUST_50029,2024,3,DOC_82484033
COMP_B,PLANT_5,MAT_00067,995.48,2605.65,EUR,GR,2025-03-13,CC_1016,PC_107,G/L_40052,VEND_10036,,2025,3,DOC_27015818
COMP_D,PLANT_1,MAT_00080,977.69,4737.0,EUR,PO,2023-10-01,CC_1001,PC_110,G/L_40087,VEND_10012,,2023,10,DOC_32250668
COMP_B,PLANT_2,MAT_00088,3.79,3365.42,EUR,PO,2023-09-28,CC_1005,PC_108,G/L_40085,VEND_10008,,2023,9,DOC_18363362
COMP_C,PLANT_3,MAT_00026,481.83,3050.15,EUR,PO,2023-09-09,CC_1006,PC_109,G/L_40073,VEND_10074,,2023,9,DOC_68116003
